"WorldQuant, LLC",Betsson AB ,SE0011089234,0.73,5/28/2018,
"AQR Capital Management, LLC",Alfa Laval AB ,SE0000695876,"<0,5",5/28/2018,
Millennium International Management LP,Getinge AB ,SE0000202624,1.15,5/28/2018,
Marshall Wace LLP,SAS AB ,SE0003366871,1.51,5/25/2018,
Marshall Wace LLP,Avanza Bank Holding AB ,SE0000170110,0.67,5/25/2018,
Millennium International Management LP,Fingerprint Cards AB ,SE0008374250,0.6,5/25/2018,
"AQR Capital Management, LLC",Telia Company AB ,SE0000667925,0.5,5/25/2018,
"AQR Capital Management, LLC",Alfa Laval AB ,SE0000695876,0.5,5/25/2018,
"WorldQuant, LLC",Byggmax Group AB ,SE0003303627,0.93,5/25/2018,
Millennium International Management LP,Getinge AB ,SE0000202624,1,5/24/2018,
Millennium International Management LP,Fingerprint Cards AB ,SE0008374250,0.56,5/24/2018,
"AQR Capital Management, LLC",Alfa Laval AB ,SE0000695876,"<0,5",5/24/2018,
Marshall Wace LLP,SAS AB ,SE0003366871,1.44,5/24/2018,
Catella fondförvaltning AB,Clas Ohlson Aktiebolag ,SE0000584948,0.86,5/24/2018,
Elementa Management AB,Boule Diagnostics AB ,SE0000437402,1.11,5/24/2018,
Numeric Investors,Ratos AB ,SE0000111940,"<0,5",5/24/2018,
"WorldQuant, LLC",Ratos AB ,SE0000111940,0.61,5/24/2018,
Marshall Wace LLP,Byggmax Group AB ,SE0003303627,1.28,5/23/2018,
Marshall Wace LLP,Skanska AB,SE0000113250,1.31,5/23/2018,
Marshall Wace LLP,ICA Gruppen Aktiebolag ,SE0000652216,1.31,5/23/2018,
BlackRock Investment Management (UK) Limited,ICA Gruppen Aktiebolag ,SE0000652216,0.5,5/23/2018,
Portsea Asset Management LLP,Nobia AB ,SE0000949331,0.99,5/23/2018,
Citadel Advisors II LLC,Fingerprint Cards AB ,SE0008374250,1.07,5/23/2018,
"AQR Capital Management, LLC",Telia Company AB ,SE0000667925,"<0,5",5/23/2018,
Millennium International Management LP,Getinge AB ,SE0000202624,0.96,5/23/2018,
Citadel Advisors II LLC,JM AB ,SE0000806994,0.74,5/22/2018,
Millennium International Management LP,Securitas AB ,SE0000163594,0.67,5/22/2018,
"AQR Capital Management, LLC",H & M Hennes & Mauritz AB ,SE0000106270,0.82,5/22/2018,
JPMorgan Asset Management (UK) Ltd,Boozt AB ,SE0009888738,0.83,5/22/2018,
Marshall Wace LLP,KappAhl AB (publ) ,SE0010520981,0.57,5/22/2018,
Marshall Wace LLP,Byggmax Group AB ,SE0003303627,1.33,5/22/2018,
Polar Capital LLP,Hoist Finance AB (publ) ,SE0006887063,2.81,5/22/2018,
Citadel Advisors II LLC,Fingerprint Cards AB ,SE0008374250,1.12,5/22/2018,
Otus Capital Management,Bygghemma Group First AB,SE0010948588,1.31,5/22/2018,
"CPMG, Inc.",Mycronic AB (publ),SE0000375115,5.83,5/22/2018,
Marshall Wace LLP,SAS AB ,SE0003366871,1.32,5/21/2018,
Marshall Wace LLP,Resurs Holding AB (publ) ,SE0007665823,0.51,5/21/2018,
Marshall Wace LLP,Axfood Aktiebolag ,SE0006993770,"<0,5",5/21/2018,
"AQR Capital Management, LLC",Getinge AB ,SE0000202624,1.6,5/21/2018,
"AQR Capital Management, LLC",Telefonaktiebolaget LM Ericsson ,SE0000108656,2.88,5/21/2018,
Millennium International Management LP,JM AB ,SE0000806994,0.59,5/21/2018,
Millennium International Management LP,Getinge AB ,SE0000202624,0.84,5/21/2018,
GSA Capital Partners LLP,RaySearch Laboratories AB (publ) ,SE0000135485,"<0,5",5/18/2018,
Marshall Wace LLP,Skanska AB,SE0000113250,1.24,5/18/2018,
Marshall Wace LLP,Avanza Bank Holding AB ,SE0000170110,0.78,5/18/2018,
Capital Fund Management SA,Skanska AB,SE0000113250,0.5,5/18/2018,
JPMorgan Asset Management (UK) Ltd,Boozt AB ,SE0009888738,0.96,5/18/2018,
Macquarie Funds Management Hong Kong Limited,MQ Holding AB ,SE0003303460,0.5,5/18/2018,
Citadel Advisors II LLC,Fingerprint Cards AB ,SE0008374250,1.09,5/18/2018,
Numeric Investors,Ratos AB ,SE0000111940,0.59,5/18/2018,
"AQR Capital Management, LLC",Swedish Match AB,SE0000310336,0.59,5/18/2018,
Millennium International Management LP,Aktiebolaget SKF ,SE0000108227,0.5,5/18/2018,
"WorldQuant, LLC",Eltel AB ,SE0006509949,0.59,5/18/2018,
"AQR Capital Management, LLC",Swedish Match AB,SE0000310336,0.6,5/17/2018,
"AQR Capital Management, LLC",Telia Company AB ,SE0000667925,0.5,5/17/2018,
Millennium International Management LP,JM AB ,SE0000806994,0.61,5/17/2018,
Millennium International Management LP,Getinge AB ,SE0000202624,0.72,5/17/2018,
"BlackRock Institutional Trust Company, National Association",NIBE Industrier AB ,SE0008321293,0.58,5/17/2018,
GSA Capital Partners LLP,RaySearch Laboratories AB (publ) ,SE0000135485,0.5,5/17/2018,
Marshall Wace LLP,SAS AB ,SE0003366871,1.23,5/17/2018,
Marshall Wace LLP,Ratos AB ,SE0000111940,0.53,5/17/2018,
Marshall Wace LLP,KappAhl AB (publ) ,SE0010520981,0.61,5/17/2018,
Marshall Wace LLP,Byggmax Group AB ,SE0003303627,1.48,5/17/2018,
Marshall Wace LLP,Bilia AB ,SE0009921588,0.61,5/17/2018,
Marshall Wace LLP,ASSA ABLOY AB ,SE0007100581,0.6,5/17/2018,
Citadel Advisors II LLC,JM AB ,SE0000806994,0.69,5/17/2018,
Citadel Advisors II LLC,Getinge AB ,SE0000202624,"<0,5",5/17/2018,
Citadel Advisors II LLC,Fingerprint Cards AB ,SE0008374250,1.23,5/17/2018,
JPMorgan Asset Management (UK) Ltd,Boozt AB ,SE0009888738,1.02,5/17/2018,
Rye Bay Capital LLP,JM AB ,SE0000806994,1.37,5/17/2018,
Catella fondförvaltning AB,Clas Ohlson Aktiebolag ,SE0000584948,0.71,5/17/2018,
Linden Advisors LP,SAS AB ,SE0003366871,0.87,5/17/2018,
"CPMG, Inc.",Mycronic AB (publ),SE0000375115,5.68,5/17/2018,
BlackRock Investment Management (UK) Limited,Dometic Group AB (publ) ,SE0007691613,0.51,5/16/2018,
Paloma Partners Management Company,Getinge AB ,SE0000202624,0.5,5/16/2018,
Marshall Wace LLP,ICA Gruppen Aktiebolag ,SE0000652216,1.22,5/16/2018,
Marshall Wace LLP,H & M Hennes & Mauritz AB ,SE0000106270,0.7,5/16/2018,
Citadel Advisors II LLC,Fingerprint Cards AB ,SE0008374250,1.3,5/16/2018,
"BlueMountain Capital Management, LLC.",Getinge AB ,SE0000202624,0.5,5/16/2018,
Otus Capital Management,Bygghemma Group First AB,SE0010948588,1.2,5/16/2018,
"CPMG, Inc.",Mycronic AB (publ),SE0000375115,5.57,5/16/2018,
Numeric Investors,Ratos AB ,SE0000111940,0.68,5/16/2018,
Millennium International Management LP,JM AB ,SE0000806994,0.71,5/16/2018,
"WorldQuant, LLC",Bilia AB ,SE0009921588,0.6,5/16/2018,
Algert Global LLC,Byggmax Group AB ,SE0003303627,"<0,5",5/15/2018,
Macquarie Funds Management Hong Kong Limited ,RaySearch Laboratories AB (publ) ,SE0000135485,0.61,5/15/2018,
Citadel Advisors II LLC,JM AB ,SE0000806994,0.51,5/15/2018,
Citadel Advisors II LLC,Fingerprint Cards AB ,SE0008374250,1.4,5/15/2018,
Marshall Wace LLP,Byggmax Group AB ,SE0003303627,1.51,5/15/2018,"Korrigering från 2,41%"
Catella fondförvaltning AB,Clas Ohlson Aktiebolag ,SE0000584948,0.63,5/15/2018,Korrigering gjord av positionsinnehavare
"CPMG, Inc.",Mycronic AB (publ),SE0000375115,5.41,5/15/2018,
"CPMG, Inc.",Mycronic AB (publ),SE0000375115,5.3,5/15/2018,
GUEVOURA FUND,Active Biotech AB,SE0001137985,"<0,5",5/15/2018,Korrigering av positionsinnehavare från SwissArb SA
Numeric Investors,Ratos AB ,SE0000111940,0.71,5/15/2018,
